"id","name","set_id","number","rarity","supertype","types","hp","evolvesFrom","artist","images_small","images_large"
"sv6-160","Perrin","sv6","160","Uncommon","Trainer","","","","Naoki Saito","https://images.pokemontcg.io/sv6/160.png","https://images.pokemontcg.io/sv6/160_hires.png"
"sv6-161","Raifort","sv6","161","Uncommon","Trainer","","","","hncl","https://images.pokemontcg.io/sv6/161.png","https://images.pokemontcg.io/sv6/161_hires.png"
"sv6-162","Scoop Up Cyclone","sv6","162","ACE SPEC Rare","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6/162.png","https://images.pokemontcg.io/sv6/162_hires.png"
"sv6-163","Secret Box","sv6","163","ACE SPEC Rare","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6/163.png","https://images.pokemontcg.io/sv6/163_hires.png"
"sv6-164","Survival Brace","sv6","164","ACE SPEC Rare","Trainer","","","","inose yukie","https://images.pokemontcg.io/sv6/164.png","https://images.pokemontcg.io/sv6/164_hires.png"
"sv6-165","Unfair Stamp","sv6","165","ACE SPEC Rare","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6/165.png","https://images.pokemontcg.io/sv6/165_hires.png"
"sv6-166","Boomerang Energy","sv6","166","Uncommon","Energy","","","","","https://images.pokemontcg.io/sv6/166.png","https://images.pokemontcg.io/sv6/166_hires.png"
"sv6-167","Legacy Energy","sv6","167","ACE SPEC Rare","Energy","","","","","https://images.pokemontcg.io/sv6/167.png","https://images.pokemontcg.io/sv6/167_hires.png"
"sv6-168","Pinsir","sv6","168","Illustration Rare","Pokémon","Grass","110","","Yukihiro Tada","https://images.pokemontcg.io/sv6/168.png","https://images.pokemontcg.io/sv6/168_hires.png"
"sv6-169","Sunflora","sv6","169","Illustration Rare","Pokémon","Grass","100","Sunkern","Shinya Komatsu","https://images.pokemontcg.io/sv6/169.png","https://images.pokemontcg.io/sv6/169_hires.png"
"sv6-170","Dipplin","sv6","170","Illustration Rare","Pokémon","Grass","80","Applin","Akira Komayama","https://images.pokemontcg.io/sv6/170.png","https://images.pokemontcg.io/sv6/170_hires.png"
"sv6-171","Poltchageist","sv6","171","Illustration Rare","Pokémon","Grass","30","","Saboteri","https://images.pokemontcg.io/sv6/171.png","https://images.pokemontcg.io/sv6/171_hires.png"
"sv6-172","Torkoal","sv6","172","Illustration Rare","Pokémon","Fire","130","","Masa","https://images.pokemontcg.io/sv6/172.png","https://images.pokemontcg.io/sv6/172_hires.png"
"sv6-173","Infernape","sv6","173","Illustration Rare","Pokémon","Fire","140","Monferno","Krgc","https://images.pokemontcg.io/sv6/173.png","https://images.pokemontcg.io/sv6/173_hires.png"
"sv6-174","Froslass","sv6","174","Illustration Rare","Pokémon","Water","90","Snorunt","matazo","https://images.pokemontcg.io/sv6/174.png","https://images.pokemontcg.io/sv6/174_hires.png"
"sv6-175","Phione","sv6","175","Illustration Rare","Pokémon","Water","70","","takashi shiraishi","https://images.pokemontcg.io/sv6/175.png","https://images.pokemontcg.io/sv6/175_hires.png"
"sv6-176","Cramorant","sv6","176","Illustration Rare","Pokémon","Water","110","","Fujimoto Gold","https://images.pokemontcg.io/sv6/176.png","https://images.pokemontcg.io/sv6/176_hires.png"
"sv6-177","Heliolisk","sv6","177","Illustration Rare","Pokémon","Lightning","100","Helioptile","Tonji Matsuno","https://images.pokemontcg.io/sv6/177.png","https://images.pokemontcg.io/sv6/177_hires.png"
"sv6-178","Wattrel","sv6","178","Illustration Rare","Pokémon","Lightning","60","","Mitsuhiro Arita","https://images.pokemontcg.io/sv6/178.png","https://images.pokemontcg.io/sv6/178_hires.png"
"sv6-179","Chimecho","sv6","179","Illustration Rare","Pokémon","Psychic","70","","REND","https://images.pokemontcg.io/sv6/179.png","https://images.pokemontcg.io/sv6/179_hires.png"
"sv6-180","Enamorus","sv6","180","Illustration Rare","Pokémon","Psychic","120","","GOTO minori","https://images.pokemontcg.io/sv6/180.png","https://images.pokemontcg.io/sv6/180_hires.png"
"sv6-181","Hisuian Growlithe","sv6","181","Illustration Rare","Pokémon","Fighting","80","","GIDORA","https://images.pokemontcg.io/sv6/181.png","https://images.pokemontcg.io/sv6/181_hires.png"
"sv6-182","Probopass","sv6","182","Illustration Rare","Pokémon","Fighting","140","Nosepass","Kariya","https://images.pokemontcg.io/sv6/182.png","https://images.pokemontcg.io/sv6/182_hires.png"
"sv6-183","Timburr","sv6","183","Illustration Rare","Pokémon","Fighting","80","","Yuriko Akase","https://images.pokemontcg.io/sv6/183.png","https://images.pokemontcg.io/sv6/183_hires.png"
"sv6-184","Lairon","sv6","184","Illustration Rare","Pokémon","Metal","110","Aron","Dsuke","https://images.pokemontcg.io/sv6/184.png","https://images.pokemontcg.io/sv6/184_hires.png"
"sv6-185","Applin","sv6","185","Illustration Rare","Pokémon","Dragon","40","","Katsunori Sato","https://images.pokemontcg.io/sv6/185.png","https://images.pokemontcg.io/sv6/185_hires.png"
"sv6-186","Tatsugiri","sv6","186","Illustration Rare","Pokémon","Dragon","70","","osare","https://images.pokemontcg.io/sv6/186.png","https://images.pokemontcg.io/sv6/186_hires.png"
"sv6-187","Chansey","sv6","187","Illustration Rare","Pokémon","Colorless","120","","Toshinao Aoki","https://images.pokemontcg.io/sv6/187.png","https://images.pokemontcg.io/sv6/187_hires.png"
"sv6-188","Eevee","sv6","188","Illustration Rare","Pokémon","Colorless","50","","Narumi Sato","https://images.pokemontcg.io/sv6/188.png","https://images.pokemontcg.io/sv6/188_hires.png"
"sv6-189","Sinistcha ex","sv6","189","Ultra Rare","Pokémon","Grass","240","Poltchageist","aky CG Works","https://images.pokemontcg.io/sv6/189.png","https://images.pokemontcg.io/sv6/189_hires.png"
"sv6-190","Teal Mask Ogerpon ex","sv6","190","Ultra Rare","Pokémon","Grass","210","","5ban Graphics","https://images.pokemontcg.io/sv6/190.png","https://images.pokemontcg.io/sv6/190_hires.png"
"sv6-191","Magcargo ex","sv6","191","Ultra Rare","Pokémon","Fire","270","Slugma","PLANETA Yamashita","https://images.pokemontcg.io/sv6/191.png","https://images.pokemontcg.io/sv6/191_hires.png"
"sv6-192","Hearthflame Mask Ogerpon ex","sv6","192","Ultra Rare","Pokémon","Fire","210","","5ban Graphics","https://images.pokemontcg.io/sv6/192.png","https://images.pokemontcg.io/sv6/192_hires.png"
"sv6-193","Palafin ex","sv6","193","Ultra Rare","Pokémon","Water","340","Finizen","PLANETA Mochizuki","https://images.pokemontcg.io/sv6/193.png","https://images.pokemontcg.io/sv6/193_hires.png"
"sv6-194","Wellspring Mask Ogerpon ex","sv6","194","Ultra Rare","Pokémon","Water","210","","5ban Graphics","https://images.pokemontcg.io/sv6/194.png","https://images.pokemontcg.io/sv6/194_hires.png"
"sv6-195","Luxray ex","sv6","195","Ultra Rare","Pokémon","Lightning","310","Luxio","PLANETA Yamashita","https://images.pokemontcg.io/sv6/195.png","https://images.pokemontcg.io/sv6/195_hires.png"
"sv6-196","Iron Thorns ex","sv6","196","Ultra Rare","Pokémon","Lightning","230","","PLANETA Mochizuki","https://images.pokemontcg.io/sv6/196.png","https://images.pokemontcg.io/sv6/196_hires.png"
"sv6-197","Scream Tail ex","sv6","197","Ultra Rare","Pokémon","Psychic","190","","PLANETA Hiiragi","https://images.pokemontcg.io/sv6/197.png","https://images.pokemontcg.io/sv6/197_hires.png"
"sv6-198","Greninja ex","sv6","198","Ultra Rare","Pokémon","Fighting","310","Frogadier","5ban Graphics","https://images.pokemontcg.io/sv6/198.png","https://images.pokemontcg.io/sv6/198_hires.png"
"sv6-199","Cornerstone Mask Ogerpon ex","sv6","199","Ultra Rare","Pokémon","Fighting","210","","5ban Graphics","https://images.pokemontcg.io/sv6/199.png","https://images.pokemontcg.io/sv6/199_hires.png"
"sv6-200","Dragapult ex","sv6","200","Ultra Rare","Pokémon","Dragon","320","Drakloak","5ban Graphics","https://images.pokemontcg.io/sv6/200.png","https://images.pokemontcg.io/sv6/200_hires.png"
"sv6-201","Blissey ex","sv6","201","Ultra Rare","Pokémon","Colorless","300","Chansey","PLANETA Tsuji","https://images.pokemontcg.io/sv6/201.png","https://images.pokemontcg.io/sv6/201_hires.png"
"sv6-202","Bloodmoon Ursaluna ex","sv6","202","Ultra Rare","Pokémon","Colorless","260","","aky CG Works","https://images.pokemontcg.io/sv6/202.png","https://images.pokemontcg.io/sv6/202_hires.png"
"sv6-203","Caretaker","sv6","203","Ultra Rare","Trainer","","","","Akira Komayama","https://images.pokemontcg.io/sv6/203.png","https://images.pokemontcg.io/sv6/203_hires.png"
"sv6-204","Carmine","sv6","204","Ultra Rare","Trainer","","","","kantaro","https://images.pokemontcg.io/sv6/204.png","https://images.pokemontcg.io/sv6/204_hires.png"
"sv6-205","Hassel","sv6","205","Ultra Rare","Trainer","","","","GOSSAN","https://images.pokemontcg.io/sv6/205.png","https://images.pokemontcg.io/sv6/205_hires.png"
"sv6-206","Kieran","sv6","206","Ultra Rare","Trainer","","","","GIDORA","https://images.pokemontcg.io/sv6/206.png","https://images.pokemontcg.io/sv6/206_hires.png"
"sv6-207","Lana's Aid","sv6","207","Ultra Rare","Trainer","","","","Atsushi Furusawa","https://images.pokemontcg.io/sv6/207.png","https://images.pokemontcg.io/sv6/207_hires.png"
"sv6-208","Lucian","sv6","208","Ultra Rare","Trainer","","","","hncl","https://images.pokemontcg.io/sv6/208.png","https://images.pokemontcg.io/sv6/208_hires.png"
"sv6-209","Perrin","sv6","209","Ultra Rare","Trainer","","","","Naoki Saito","https://images.pokemontcg.io/sv6/209.png","https://images.pokemontcg.io/sv6/209_hires.png"
"sv6-210","Sinistcha ex","sv6","210","Special Illustration Rare","Pokémon","Grass","240","Poltchageist","Saboteri","https://images.pokemontcg.io/sv6/210.png","https://images.pokemontcg.io/sv6/210_hires.png"
"sv6-211","Teal Mask Ogerpon ex","sv6","211","Special Illustration Rare","Pokémon","Grass","210","","Yano Keiji","https://images.pokemontcg.io/sv6/211.png","https://images.pokemontcg.io/sv6/211_hires.png"
"sv6-212","Hearthflame Mask Ogerpon ex","sv6","212","Special Illustration Rare","Pokémon","Fire","210","","Yano Keiji","https://images.pokemontcg.io/sv6/212.png","https://images.pokemontcg.io/sv6/212_hires.png"
"sv6-213","Wellspring Mask Ogerpon ex","sv6","213","Special Illustration Rare","Pokémon","Water","210","","Yano Keiji","https://images.pokemontcg.io/sv6/213.png","https://images.pokemontcg.io/sv6/213_hires.png"
"sv6-214","Greninja ex","sv6","214","Special Illustration Rare","Pokémon","Fighting","310","Frogadier","akagi","https://images.pokemontcg.io/sv6/214.png","https://images.pokemontcg.io/sv6/214_hires.png"
"sv6-215","Cornerstone Mask Ogerpon ex","sv6","215","Special Illustration Rare","Pokémon","Fighting","210","","Yano Keiji","https://images.pokemontcg.io/sv6/215.png","https://images.pokemontcg.io/sv6/215_hires.png"
"sv6-216","Bloodmoon Ursaluna ex","sv6","216","Special Illustration Rare","Pokémon","Colorless","260","","MINAMINAMI Take","https://images.pokemontcg.io/sv6/216.png","https://images.pokemontcg.io/sv6/216_hires.png"
"sv6-217","Carmine","sv6","217","Special Illustration Rare","Trainer","","","","En Morikura","https://images.pokemontcg.io/sv6/217.png","https://images.pokemontcg.io/sv6/217_hires.png"
"sv6-218","Kieran","sv6","218","Special Illustration Rare","Trainer","","","","Teeziro","https://images.pokemontcg.io/sv6/218.png","https://images.pokemontcg.io/sv6/218_hires.png"
"sv6-219","Lana's Aid","sv6","219","Special Illustration Rare","Trainer","","","","Toshinao Aoki","https://images.pokemontcg.io/sv6/219.png","https://images.pokemontcg.io/sv6/219_hires.png"
"sv6-220","Perrin","sv6","220","Special Illustration Rare","Trainer","","","","GIDORA","https://images.pokemontcg.io/sv6/220.png","https://images.pokemontcg.io/sv6/220_hires.png"
"sv6-221","Teal Mask Ogerpon ex","sv6","221","Hyper Rare","Pokémon","Grass","210","","5ban Graphics","https://images.pokemontcg.io/sv6/221.png","https://images.pokemontcg.io/sv6/221_hires.png"
"sv6-222","Bloodmoon Ursaluna ex","sv6","222","Hyper Rare","Pokémon","Colorless","260","","aky CG Works","https://images.pokemontcg.io/sv6/222.png","https://images.pokemontcg.io/sv6/222_hires.png"
"sv6-223","Buddy-Buddy Poffin","sv6","223","Hyper Rare","Trainer","","","","AYUMI ODASHIMA","https://images.pokemontcg.io/sv6/223.png","https://images.pokemontcg.io/sv6/223_hires.png"
"sv6-224","Enhanced Hammer","sv6","224","Hyper Rare","Trainer","","","","Eske Yoshinob","https://images.pokemontcg.io/sv6/224.png","https://images.pokemontcg.io/sv6/224_hires.png"
"sv6-225","Rescue Board","sv6","225","Hyper Rare","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6/225.png","https://images.pokemontcg.io/sv6/225_hires.png"
"sv6-226","Luminous Energy","sv6","226","Hyper Rare","Energy","","","","","https://images.pokemontcg.io/sv6/226.png","https://images.pokemontcg.io/sv6/226_hires.png"
"sv6pt5-1","Joltik","sv6pt5","1","Common","Pokémon","Grass","40","","Naoyo Kimura","https://images.pokemontcg.io/sv6pt5/1.png","https://images.pokemontcg.io/sv6pt5/1_hires.png"
"sv6pt5-2","Galvantula","sv6pt5","2","Uncommon","Pokémon","Grass","100","Joltik","mashu","https://images.pokemontcg.io/sv6pt5/2.png","https://images.pokemontcg.io/sv6pt5/2_hires.png"
"sv6pt5-3","Rowlet","sv6pt5","3","Common","Pokémon","Grass","70","","Yoshimi Miyoshi","https://images.pokemontcg.io/sv6pt5/3.png","https://images.pokemontcg.io/sv6pt5/3_hires.png"
"sv6pt5-4","Dartrix","sv6pt5","4","Common","Pokémon","Grass","90","Rowlet","Tetsu Kayama","https://images.pokemontcg.io/sv6pt5/4.png","https://images.pokemontcg.io/sv6pt5/4_hires.png"
"sv6pt5-5","Decidueye","sv6pt5","5","Uncommon","Pokémon","Grass","150","Dartrix","DOM","https://images.pokemontcg.io/sv6pt5/5.png","https://images.pokemontcg.io/sv6pt5/5_hires.png"
"sv6pt5-6","Tapu Bulu","sv6pt5","6","Rare","Pokémon","Grass","140","","GOSSAN","https://images.pokemontcg.io/sv6pt5/6.png","https://images.pokemontcg.io/sv6pt5/6_hires.png"
"sv6pt5-7","Houndour","sv6pt5","7","Common","Pokémon","Fire","70","","REND","https://images.pokemontcg.io/sv6pt5/7.png","https://images.pokemontcg.io/sv6pt5/7_hires.png"
"sv6pt5-8","Houndoom","sv6pt5","8","Common","Pokémon","Fire","120","Houndour","burari","https://images.pokemontcg.io/sv6pt5/8.png","https://images.pokemontcg.io/sv6pt5/8_hires.png"
"sv6pt5-9","Iron Moth","sv6pt5","9","Uncommon","Pokémon","Fire","120","","Shinji Kanda","https://images.pokemontcg.io/sv6pt5/9.png","https://images.pokemontcg.io/sv6pt5/9_hires.png"
"sv6pt5-10","Horsea","sv6pt5","10","Common","Pokémon","Water","60","","Shimaris Yukichi","https://images.pokemontcg.io/sv6pt5/10.png","https://images.pokemontcg.io/sv6pt5/10_hires.png"
"sv6pt5-11","Seadra","sv6pt5","11","Common","Pokémon","Water","90","Horsea","Yuya Oka","https://images.pokemontcg.io/sv6pt5/11.png","https://images.pokemontcg.io/sv6pt5/11_hires.png"
"sv6pt5-12","Kingdra ex","sv6pt5","12","Double Rare","Pokémon","Water","310","Seadra","toriyufu","https://images.pokemontcg.io/sv6pt5/12.png","https://images.pokemontcg.io/sv6pt5/12_hires.png"
"sv6pt5-13","Sneasel","sv6pt5","13","Common","Pokémon","Water","70","","Krgc","https://images.pokemontcg.io/sv6pt5/13.png","https://images.pokemontcg.io/sv6pt5/13_hires.png"
"sv6pt5-14","Weavile","sv6pt5","14","Uncommon","Pokémon","Water","100","Sneasel","aspara","https://images.pokemontcg.io/sv6pt5/14.png","https://images.pokemontcg.io/sv6pt5/14_hires.png"
"sv6pt5-15","Revavroom ex","sv6pt5","15","Double Rare","Pokémon","Lightning","280","Varoom","PLANETA Mochizuki","https://images.pokemontcg.io/sv6pt5/15.png","https://images.pokemontcg.io/sv6pt5/15_hires.png"
"sv6pt5-16","Drowzee","sv6pt5","16","Common","Pokémon","Psychic","70","","OKUBO","https://images.pokemontcg.io/sv6pt5/16.png","https://images.pokemontcg.io/sv6pt5/16_hires.png"
"sv6pt5-17","Hypno","sv6pt5","17","Uncommon","Pokémon","Psychic","110","Drowzee","Masako Tomii","https://images.pokemontcg.io/sv6pt5/17.png","https://images.pokemontcg.io/sv6pt5/17_hires.png"
"sv6pt5-18","Duskull","sv6pt5","18","Common","Pokémon","Psychic","60","","IKEDA Saki","https://images.pokemontcg.io/sv6pt5/18.png","https://images.pokemontcg.io/sv6pt5/18_hires.png"
"sv6pt5-19","Dusclops","sv6pt5","19","Common","Pokémon","Psychic","90","Duskull","Aya Kusube","https://images.pokemontcg.io/sv6pt5/19.png","https://images.pokemontcg.io/sv6pt5/19_hires.png"
"sv6pt5-20","Dusknoir","sv6pt5","20","Rare","Pokémon","Psychic","160","Dusclops","danciao","https://images.pokemontcg.io/sv6pt5/20.png","https://images.pokemontcg.io/sv6pt5/20_hires.png"
"sv6pt5-21","Cresselia","sv6pt5","21","Rare","Pokémon","Psychic","120","","matazo","https://images.pokemontcg.io/sv6pt5/21.png","https://images.pokemontcg.io/sv6pt5/21_hires.png"
"sv6pt5-22","Sylveon","sv6pt5","22","Uncommon","Pokémon","Psychic","120","Eevee","Kuroimori","https://images.pokemontcg.io/sv6pt5/22.png","https://images.pokemontcg.io/sv6pt5/22_hires.png"
"sv6pt5-23","Croagunk","sv6pt5","23","Common","Pokémon","Fighting","70","","Aliya Chen","https://images.pokemontcg.io/sv6pt5/23.png","https://images.pokemontcg.io/sv6pt5/23_hires.png"
"sv6pt5-24","Toxicroak","sv6pt5","24","Common","Pokémon","Fighting","130","Croagunk","Anesaki Dynamic","https://images.pokemontcg.io/sv6pt5/24.png","https://images.pokemontcg.io/sv6pt5/24_hires.png"
"sv6pt5-25","Bloodmoon Ursaluna","sv6pt5","25","Rare","Pokémon","Fighting","150","","Souichirou Gunjima","https://images.pokemontcg.io/sv6pt5/25.png","https://images.pokemontcg.io/sv6pt5/25_hires.png"
"sv6pt5-26","Slither Wing","sv6pt5","26","Uncommon","Pokémon","Fighting","140","","Shinji Kanda","https://images.pokemontcg.io/sv6pt5/26.png","https://images.pokemontcg.io/sv6pt5/26_hires.png"
"sv6pt5-27","Zubat","sv6pt5","27","Common","Pokémon","Darkness","50","","osare","https://images.pokemontcg.io/sv6pt5/27.png","https://images.pokemontcg.io/sv6pt5/27_hires.png"
"sv6pt5-28","Golbat","sv6pt5","28","Common","Pokémon","Darkness","80","Zubat","Teeziro","https://images.pokemontcg.io/sv6pt5/28.png","https://images.pokemontcg.io/sv6pt5/28_hires.png"
"sv6pt5-29","Crobat","sv6pt5","29","Uncommon","Pokémon","Darkness","130","Golbat","Nisota Niso","https://images.pokemontcg.io/sv6pt5/29.png","https://images.pokemontcg.io/sv6pt5/29_hires.png"
"sv6pt5-30","Absol","sv6pt5","30","Common","Pokémon","Darkness","110","","rika","https://images.pokemontcg.io/sv6pt5/30.png","https://images.pokemontcg.io/sv6pt5/30_hires.png"
"sv6pt5-31","Zorua","sv6pt5","31","Common","Pokémon","Darkness","70","","Yuu Nishida","https://images.pokemontcg.io/sv6pt5/31.png","https://images.pokemontcg.io/sv6pt5/31_hires.png"
"sv6pt5-32","Zoroark","sv6pt5","32","Rare","Pokémon","Darkness","120","Zorua","nagimiso","https://images.pokemontcg.io/sv6pt5/32.png","https://images.pokemontcg.io/sv6pt5/32_hires.png"
"sv6pt5-33","Inkay","sv6pt5","33","Common","Pokémon","Darkness","60","","Mori Yuu","https://images.pokemontcg.io/sv6pt5/33.png","https://images.pokemontcg.io/sv6pt5/33_hires.png"
"sv6pt5-34","Malamar","sv6pt5","34","Uncommon","Pokémon","Darkness","120","Inkay","akagi","https://images.pokemontcg.io/sv6pt5/34.png","https://images.pokemontcg.io/sv6pt5/34_hires.png"
"sv6pt5-35","Yveltal","sv6pt5","35","Uncommon","Pokémon","Darkness","120","","SIE NANAHARA","https://images.pokemontcg.io/sv6pt5/35.png","https://images.pokemontcg.io/sv6pt5/35_hires.png"
"sv6pt5-36","Okidogi ex","sv6pt5","36","Double Rare","Pokémon","Darkness","250","","takuyoa","https://images.pokemontcg.io/sv6pt5/36.png","https://images.pokemontcg.io/sv6pt5/36_hires.png"
"sv6pt5-37","Munkidori ex","sv6pt5","37","Double Rare","Pokémon","Darkness","210","","takuyoa","https://images.pokemontcg.io/sv6pt5/37.png","https://images.pokemontcg.io/sv6pt5/37_hires.png"
"sv6pt5-38","Fezandipiti ex","sv6pt5","38","Double Rare","Pokémon","Darkness","210","","takuyoa","https://images.pokemontcg.io/sv6pt5/38.png","https://images.pokemontcg.io/sv6pt5/38_hires.png"
"sv6pt5-39","Pecharunt ex","sv6pt5","39","Double Rare","Pokémon","Darkness","190","","aky CG Works","https://images.pokemontcg.io/sv6pt5/39.png","https://images.pokemontcg.io/sv6pt5/39_hires.png"
"sv6pt5-40","Genesect","sv6pt5","40","Uncommon","Pokémon","Metal","110","","Kazumasa Yasukuni","https://images.pokemontcg.io/sv6pt5/40.png","https://images.pokemontcg.io/sv6pt5/40_hires.png"
"sv6pt5-41","Cufant","sv6pt5","41","Common","Pokémon","Metal","100","","Shinya Mizuno","https://images.pokemontcg.io/sv6pt5/41.png","https://images.pokemontcg.io/sv6pt5/41_hires.png"
"sv6pt5-42","Copperajah","sv6pt5","42","Rare","Pokémon","Metal","200","Cufant","kawayoo","https://images.pokemontcg.io/sv6pt5/42.png","https://images.pokemontcg.io/sv6pt5/42_hires.png"
"sv6pt5-43","Varoom","sv6pt5","43","Common","Pokémon","Metal","70","","HAGIYA Kaoru","https://images.pokemontcg.io/sv6pt5/43.png","https://images.pokemontcg.io/sv6pt5/43_hires.png"
"sv6pt5-44","Axew","sv6pt5","44","Common","Pokémon","Dragon","70","","Orca","https://images.pokemontcg.io/sv6pt5/44.png","https://images.pokemontcg.io/sv6pt5/44_hires.png"
"sv6pt5-45","Fraxure","sv6pt5","45","Common","Pokémon","Dragon","100","Axew","Uninori","https://images.pokemontcg.io/sv6pt5/45.png","https://images.pokemontcg.io/sv6pt5/45_hires.png"
"sv6pt5-46","Haxorus","sv6pt5","46","Rare","Pokémon","Dragon","170","Fraxure","Tsuyoshi Nagano","https://images.pokemontcg.io/sv6pt5/46.png","https://images.pokemontcg.io/sv6pt5/46_hires.png"
"sv6pt5-47","Kyurem","sv6pt5","47","Uncommon","Pokémon","Dragon","130","","Shiburingaru","https://images.pokemontcg.io/sv6pt5/47.png","https://images.pokemontcg.io/sv6pt5/47_hires.png"
"sv6pt5-48","Meowth","sv6pt5","48","Common","Pokémon","Colorless","70","","sui","https://images.pokemontcg.io/sv6pt5/48.png","https://images.pokemontcg.io/sv6pt5/48_hires.png"
"sv6pt5-49","Persian","sv6pt5","49","Common","Pokémon","Colorless","110","Meowth","NC Empire","https://images.pokemontcg.io/sv6pt5/49.png","https://images.pokemontcg.io/sv6pt5/49_hires.png"
"sv6pt5-50","Eevee","sv6pt5","50","Common","Pokémon","Colorless","70","","Susumu Maeya","https://images.pokemontcg.io/sv6pt5/50.png","https://images.pokemontcg.io/sv6pt5/50_hires.png"
"sv6pt5-51","Furfrou","sv6pt5","51","Common","Pokémon","Colorless","100","","Shinya Komatsu","https://images.pokemontcg.io/sv6pt5/51.png","https://images.pokemontcg.io/sv6pt5/51_hires.png"
"sv6pt5-52","Stufful","sv6pt5","52","Common","Pokémon","Colorless","80","","ryoma uratsuka","https://images.pokemontcg.io/sv6pt5/52.png","https://images.pokemontcg.io/sv6pt5/52_hires.png"
"sv6pt5-53","Bewear","sv6pt5","53","Common","Pokémon","Colorless","130","Stufful","Takeshi Nakamura","https://images.pokemontcg.io/sv6pt5/53.png","https://images.pokemontcg.io/sv6pt5/53_hires.png"
"sv6pt5-54","Academy at Night","sv6pt5","54","Uncommon","Trainer","","","","AYUMI ODASHIMA","https://images.pokemontcg.io/sv6pt5/54.png","https://images.pokemontcg.io/sv6pt5/54_hires.png"
"sv6pt5-55","Binding Mochi","sv6pt5","55","Uncommon","Trainer","","","","5ban Graphics","https://images.pokemontcg.io/sv6pt5/55.png","https://images.pokemontcg.io/sv6pt5/55_hires.png"
"sv6pt5-56","Cassiopeia","sv6pt5","56","Uncommon","Trainer","","","","Atsushi Furusawa","https://images.pokemontcg.io/sv6pt5/56.png","https://images.pokemontcg.io/sv6pt5/56_hires.png"
"sv6pt5-57","Colress's Tenacity","sv6pt5","57","Uncommon","Trainer","","","","hncl","https://images.pokemontcg.io/sv6pt5/57.png","https://images.pokemontcg.io/sv6pt5/57_hires.png"
"sv6pt5-58","Dangerous Laser","sv6pt5","58","ACE SPEC Rare","Trainer","","","","inose yukie","https://images.pokemontcg.io/sv6pt5/58.png","https://images.pokemontcg.io/sv6pt5/58_hires.png"
"sv6pt5-59","Janine's Secret Art","sv6pt5","59","Uncommon","Trainer","","","","Taira Akitsu","https://images.pokemontcg.io/sv6pt5/59.png","https://images.pokemontcg.io/sv6pt5/59_hires.png"
"sv6pt5-60","Neutralization Zone","sv6pt5","60","ACE SPEC Rare","Trainer","","","","imoniii","https://images.pokemontcg.io/sv6pt5/60.png","https://images.pokemontcg.io/sv6pt5/60_hires.png"
"sv6pt5-61","Night Stretcher","sv6pt5","61","Uncommon","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6pt5/61.png","https://images.pokemontcg.io/sv6pt5/61_hires.png"
"sv6pt5-62","Poké Vital A","sv6pt5","62","ACE SPEC Rare","Trainer","","","","Toyste Beach","https://images.pokemontcg.io/sv6pt5/62.png","https://images.pokemontcg.io/sv6pt5/62_hires.png"
"sv6pt5-63","Powerglass","sv6pt5","63","Uncommon","Trainer","","","","Studio Bora Inc.","https://images.pokemontcg.io/sv6pt5/63.png","https://images.pokemontcg.io/sv6pt5/63_hires.png"
"sv6pt5-64","Xerosic's Machinations","sv6pt5","64","Uncommon","Trainer","","","","GOSSAN","https://images.pokemontcg.io/sv6pt5/64.png","https://images.pokemontcg.io/sv6pt5/64_hires.png"
"sv6pt5-65","Tapu Bulu","sv6pt5","65","Illustration Rare","Pokémon","Grass","140","","IKEDA Saki","https://images.pokemontcg.io/sv6pt5/65.png","https://images.pokemontcg.io/sv6pt5/65_hires.png"
"sv6pt5-66","Houndoom","sv6pt5","66","Illustration Rare","Pokémon","Fire","120","Houndour","Taiga Kasai","https://images.pokemontcg.io/sv6pt5/66.png","https://images.pokemontcg.io/sv6pt5/66_hires.png"
"sv6pt5-67","Horsea","sv6pt5","67","Illustration Rare","Pokémon","Water","60","","Shinya Komatsu","https://images.pokemontcg.io/sv6pt5/67.png","https://images.pokemontcg.io/sv6pt5/67_hires.png"
"sv6pt5-68","Duskull","sv6pt5","68","Illustration Rare","Pokémon","Psychic","60","","James Turner","https://images.pokemontcg.io/sv6pt5/68.png","https://images.pokemontcg.io/sv6pt5/68_hires.png"
"sv6pt5-69","Dusclops","sv6pt5","69","Illustration Rare","Pokémon","Psychic","90","Duskull","James Turner","https://images.pokemontcg.io/sv6pt5/69.png","https://images.pokemontcg.io/sv6pt5/69_hires.png"
"sv6pt5-70","Dusknoir","sv6pt5","70","Illustration Rare","Pokémon","Psychic","160","Dusclops","James Turner","https://images.pokemontcg.io/sv6pt5/70.png","https://images.pokemontcg.io/sv6pt5/70_hires.png"
"sv6pt5-71","Cresselia","sv6pt5","71","Illustration Rare","Pokémon","Psychic","120","","satoma","https://images.pokemontcg.io/sv6pt5/71.png","https://images.pokemontcg.io/sv6pt5/71_hires.png"
"sv6pt5-72","Munkidori","sv6pt5","72","Illustration Rare","Pokémon","Psychic","110","","Teeziro","https://images.pokemontcg.io/sv6pt5/72.png","https://images.pokemontcg.io/sv6pt5/72_hires.png"
